Customer ID,Gender,Age,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Contract,Churn
8325-QRPZR,Female,36,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,Electronic check,75.15,525,Month-to-month,No
6384-VMJHP,Female,37,0,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Credit card (automatic),73.0,5265.2,Two year,No
2262-SLNVK,Female,38,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,No,Electronic check,70.1,70.1,Month-to-month,No
7730-CLDSV,Female,39,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),98.65,7129.45,Two year,No
1135-HIORI,Female,40,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,111.45,7266.95,One year,No
0164-APGRB,Female,41,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,114.9,8496.7,Two year,No
6481-ESCNL,Female,42,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,Bank transfer (automatic),100.55,2878.75,Month-to-month,No
1790-NESIO,Female,20,0,No,No,13,Yes,No,No,No,No,No,No,No,No,Yes,Mailed check,20.4,261.3,Two year,No
1550-EENBN,Female,21,0,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,Electronic check,104.35,3205.6,Month-to-month,No
5539-TMZLF,Male,22,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.75,69.75,Month-to-month,Yes
4323-SADQS,Male,23,0,Yes,Yes,7,No,No,DSL,Yes,No,No,Yes,No,No,Yes,Electronic check,34.5,279.25,Month-to-month,Yes
4446-BZKHU,Male,24,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,105.55,6281.45,Month-to-month,Yes
5202-IVJNU,Female,25,0,No,Yes,39,No,No,DSL,No,No,Yes,No,No,No,No,Credit card (automatic),30.1,1131.3,Month-to-month,Yes
5976-JCJRH,Male,26,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.3,738.2,Month-to-month,Yes
8198-RKSZG,Female,27,0,Yes,Yes,14,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,No,Credit card (automatic),80.45,1137.05,Month-to-month,No
0137-OCGAB,Female,28,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Mailed check,80.2,80.2,Month-to-month,Yes
3351-NQLDI,Female,29,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,Credit card (automatic),94.35,6341.45,One year,Yes
9297-EONCV,Female,30,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),91.35,6697.2,Two year,No
7593-JNWRU,Male,31,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Yes,Bank transfer (automatic),44.6,260.8,Month-to-month,Yes
4588-YBNIB,Female,32,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Yes,Mailed check,19.6,19.6,Month-to-month,Yes
1069-QJOEE,Male,33,0,Yes,Yes,25,Yes,No,No,No,No,No,No,No,No,No,Electronic check,19.9,505.45,One year,No
3336-JORSO,Female,34,1,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,110.45,3655.45,Month-to-month,Yes
7799-DSEWS,Male,35,0,No,No,18,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Electronic check,68.35,1299.8,Month-to-month,No
8766-PAFNE,Male,36,0,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),79.1,5564.85,Two year,No
5315-CKEQK,Male,37,1,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Electronic check,51.0,1381.8,One year,No
3130-ICDUP,Female,38,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No,Credit card (automatic),80.55,188.1,Month-to-month,No
0820-FNRNX,Male,20,0,Yes,Yes,17,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Yes,Mailed check,66.7,1077.05,Month-to-month,No
0880-FVFWF,Male,21,0,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Yes,Electronic check,86.4,4922.4,Month-to-month,No
4611-ANLQC,Female,22,0,Yes,No,60,No,No ,DSL,Yes,Yes,Yes,No,No,Yes,No,Electronic check,50.05,2911.5,One year,No
4213-HKBJO,Female,23,0,No,No,33,Yes,Yes,No,No ,No ,No ,No ,No ,No ,No,Credit card (automatic),25.7,826.1,Two year,No
2792-LSHWX,Female,24,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Mailed check,83.4,83.4,Month-to-month,No
5028-GZLDO,Male,25,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,No,Credit card (automatic),70.7,140.7,Month-to-month,Yes
0014-BMAQU,Male,26,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Yes,Credit card (automatic),84.65,5377.8,Two year,No
6861-XWTWQ,Male,27,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,99.25,665.45,Month-to-month,Yes
9018-PCIOK,Female,28,0,No,No,55,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Yes,Mailed check,64.75,3617.1,Two year,No
4837-QUSFT,Female,29,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Bank transfer (automatic),100.15,6643.5,One year,No
6877-TJMBR,Male,30,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Yes,Electronic check,84.8,84.8,Month-to-month,Yes
9953-ZMKSM,Male,31,0,No,No,63,Yes,Yes,No,No,No,No,No,No,No,No,Mailed check,25.25,1559.3,Two year,No
0907-HQNTS,Female,32,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),113.0,7987.6,Two year,No
7665-NKLAV,Female,33,0,Yes,Yes,36,No,No,DSL,Yes,No,Yes,Yes,No,No,No,Credit card (automatic),40.65,1547.35,Two year,No
6769-DCQLI,Male,34,0,No,No,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),105.0,5426.85,One year,Yes
2433-KMEAS,Male,35,0,No,No,22,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,Electronic check,54.45,1127.35,Month-to-month,Yes
4391-LNRXK,Male,36,0,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),94.95,2142.8,Month-to-month,No
8250-ZNGGW,Female,37,1,No,No,5,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,Credit card (automatic),59.9,287.85,Month-to-month,No
2195-ZRVAX,Female,20,0,Yes,No,47,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Yes,Electronic check,85.3,4045.65,Month-to-month,Yes
3550-SAHFP,Female,21,0,No,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,83.35,2757.85,Month-to-month,Yes
2011-TRQYE,Male,22,0,No,No,18,No,No,DSL,No,Yes,Yes,No,No,No,Yes,Credit card (automatic),33.5,600,Month-to-month,Yes
8562-GHPPI,Female,23,0,No,No,1,Yes,No,No,No,No,No,No,No,No,No,Credit card (automatic),19.8,19.8,Month-to-month,No
5893-PYOLZ,Male,24,0,No,No,56,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),81.8,4534.45,Two year,No
4986-MXSFP,Female,25,0,No,No,2,Yes,No,No,No,No,No,No,No,No,Yes,Mailed check,20.0,40.9,Month-to-month,No
6131-FOYAS,Male,26,0,No,No,35,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Yes,Electronic check,59.6,2094.9,Month-to-month,No
3027-YNWZU,Female,27,0,Yes,No,64,Yes,Yes,No,No,No,No,No,No,No,No,Credit card (automatic),25.0,1584.8,Two year,No
5609-IMCGG,Female,28,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Yes,Credit card (automatic),84.35,1302.65,Month-to-month,No
4873-ILOLJ,Male,29,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,90.35,2238.5,Month-to-month,Yes
4727-MCYZG,Male,30,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,No,Mailed check,55.55,55.55,Month-to-month,No
9481-WHGWY,Female,31,0,Yes,Yes,70,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,No,Credit card (automatic),75.35,5437.75,Two year,No
2725-KXXWT,Male,32,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,90.75,90.75,Month-to-month,Yes
9565-DJPIB,Female,33,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,No,Mailed check,89.6,365.65,Month-to-month,Yes
4328-VUFWD,Female,34,0,No,No,39,Yes,No,DSL,No,No,No,Yes,No,Yes,No,Electronic check,59.3,2209.15,One year,No
3301-LSLWQ,Female,35,0,No,No,29,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Electronic check,66.1,1912.15,Month-to-month,No
7473-ZBDSN,Female,36,0,Yes,Yes,14,Yes,No,No,No,No,No,No,No,No,No,Mailed check,18.8,255.55,Two year,No
3166-PNEOF,Female,37,0,No,No,61,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Credit card (automatic),86.45,5175.3,Two year,No
5639-NTUPK,Male,38,0,No,Yes,13,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Credit card (automatic),52.1,670.65,Month-to-month,No
8780-YRMTT,Female,39,0,No,No,66,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Mailed check,47.4,3177.25,Two year,No
8348-HFYIV,Male,40,0,No,No,2,No,No,DSL,No,No,Yes,No,Yes,Yes,Yes,Electronic check,49.25,90.35,Month-to-month,Yes
5140-FOMCQ,Female,41,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),109.15,6557.75,One year,No
6242-SGYTS,Male,42,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Credit card (automatic),94.95,5791.85,One year,No
8166-ORCHU,Male,43,1,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Electronic check,93.55,3055.5,One year,No
8414-OOEEL,Male,44,0,No,Yes,66,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),79.5,5196.1,Two year,No
8454-AATJP,Female,20,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),115.05,8405,Two year,No
6849-WLEYG,Male,21,0,No,Yes,1,Yes,No,No,No ,No ,No ,No ,No ,No ,No,Mailed check,19.75,19.75,Month-to-month,Yes
4659-NZRUF,Female,22,0,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Electronic check,95.15,1789.25,Month-to-month,Yes
4531-AUZNK,Female,23,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Yes,Mailed check,95.15,5000.05,One year,No
4191-XOVOM,Male,24,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,Electronic check,105.4,6713.2,Month-to-month,No
2150-OEGBV,Male,25,0,No,No,27,Yes,No,No,No,No,No,No,No,No,No,Bank transfer (automatic),20.1,562.6,One year,No
8429-XIBUM,Male,26,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),101.35,2317.1,Month-to-month,Yes
1855-CFULU,Female,27,1,No,No,4,Yes,No,No,No,No,No,No,No,No,No,Mailed check,20.05,91.45,Month-to-month,No
4878-BUNFV,Male,28,0,Yes,Yes,42,Yes,No,No,No,No,No,No,No,No,No,Mailed check,20.7,828.85,Two year,No
1872-EBWSC,Female,29,0,No,No,29,Yes,No,No,No,No,No,No,No,No,No,Mailed check,20.35,617.35,One year,No
2608-BHKFN,Female,30,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Credit card (automatic),70.05,266.9,Month-to-month,Yes
7026-YMSBE,Male,31,0,No,No,30,Yes,No,No,No,No,No,No,No,No,No,Mailed check,19.7,625.05,One year,No
7341-LXCAF,Male,32,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,74.65,301.4,Month-to-month,Yes
6997-UVGOX,Male,33,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),85.45,6029.9,Two year,No
9674-EHPPG,Male,34,0,Yes,No,46,No,No,DSL,Yes,No,Yes,Yes,No,No,No,Credit card (automatic),40.4,1842.7,Two year,No
9462-MJUAW,Male,35,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,No,Mailed check,50.4,206.6,Month-to-month,Yes
8128-YVJRG,Female,36,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,Mailed check,79.65,604.7,Month-to-month,Yes
5440-VHLUL,Male,37,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),105.2,7386.05,One year,No
5781-BKHOP,Female,38,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,No,Bank transfer (automatic),100.65,7334.05,Two year,No
4283-FUTGF,Male,39,1,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Electronic check,79.85,1471.75,Month-to-month,Yes
5213-TWWJU,Male,40,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,No,Electronic check,91.0,2626.15,Month-to-month,No
1569-TTNYJ,Male,41,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,78.75,412.1,Month-to-month,Yes
8628-MFKAX,Female,42,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),116.75,8277.05,Two year,No
2397-BRLOM,Male,20,1,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Credit card (automatic),80.45,583.45,Month-to-month,Yes
7629-WIXZF,Female,21,0,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,Electronic check,59.1,369.25,One year,No
5445-GLVOT,Female,22,0,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Electronic check,49.8,1049.05,Month-to-month,No
3976-HXHCE,Male,23,0,No,No,72,Yes,No,No,No ,No ,No ,No ,No ,No ,No,Bank transfer (automatic),19.3,1414.8,Two year,No
2466-NEJOJ,Male,24,0,Yes,Yes,8,Yes,No,No,No ,No ,No ,No ,No ,No ,No,Credit card (automatic),19.65,169.75,Month-to-month,No
0254-KCJGT,Male,25,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Credit card (automatic),81.4,4354.45,One year,No
5472-CVMDX,Female,26,0,No,No,68,No,No ,DSL,Yes,No,Yes,Yes,No,No,No,Mailed check,38.9,2719.2,Two year,No
6461-SZMCV,Female,27,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),87.95,6365.35,Two year,No
8150-QUDFX,Male,28,0,No,No,2,Yes,No,No,No,No,No,No,No,No,No,Mailed check,19.85,51.6,Month-to-month,No
9508-ILZDG,Female,29,1,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,Electronic check,96.35,3190.25,Month-to-month,No
2346-DJQTB,Female,30,0,No,No,35,No,No ,DSL,No,No,No,No,No,No,No,Electronic check,24.15,812.5,Month-to-month,No
1697-LYYYX,Female,31,0,Yes,Yes,61,Yes,No,No,No,No,No,No,No,No,No,Credit card (automatic),19.1,1143.8,One year,No
1942-OQFRW,Male,32,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,No,Electronic check,44.0,44,Month-to-month,No
4749-VFKVB,Female,33,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Mailed check,50.1,50.1,Month-to-month,Yes
9640-ZSLDC,Female,34,0,Yes,Yes,53,Yes,No,DSL,No,No,Yes,No,No,Yes,No,Credit card (automatic),60.6,3297,One year,No
4231-LZUYM,Female,35,0,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,No,Bank transfer (automatic),25.65,1887,Two year,No
7598-UAASY,Male,36,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,Electronic check,76.4,151.8,Month-to-month,Yes
7938-OUHIO,Male,37,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,98.7,293.65,Month-to-month,Yes
8510-AWCXC,Female,38,1,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Electronic check,100.8,1308.1,Month-to-month,Yes
6128-AQBMT,Male,39,1,Yes,No,41,No,No ,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,53.95,2215.4,Month-to-month,No
3594-BDSOA,Female,40,0,Yes,No,24,Yes,No,No,No,No,No,No,No,No,No,Credit card (automatic),20.4,482.8,One year,No
0431-APWVY,Female,41,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),90.1,2598.95,One year,Yes
5133-VRSAB,Male,42,0,No,No,8,No,No,DSL,Yes,No,No,No,No,No,No,Mailed check,29.35,216.45,Month-to-month,No
5996-DAOQL,Male,20,0,No,No,1,Yes,No,No,No ,No ,No ,No ,No ,No ,Yes,Mailed check,20.45,20.45,Month-to-month,No
6838-YAUVY,Female,21,0,No,No,54,Yes,Yes,Fiber optic,No ,No,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),95.1,5064.85,Two year,No
0484-JPBRU,Male,22,0,No,No,41,Yes,Yes,No,No ,No ,No ,No ,No ,No ,Yes,Bank transfer (automatic),25.25,996.45,Month-to-month,No
7883-ROJOC,Female,23,0,Yes,No,19,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,44.9,839.65,Month-to-month,No
0244-LGNFY,Female,24,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),92.65,6733,Two year,No
7274-CGTOD,Male,25,0,No,No,62,No,No ,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Bank transfer (automatic),43.7,2618.3,Two year,No
4295-YURET,Female,26,1,Yes,Yes,56,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Credit card (automatic),72.6,4084.35,Two year,No
3426-NIYYL,Male,27,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,No,Electronic check,51.55,765.5,Month-to-month,Yes
8225-BTJAU,Male,28,1,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,79.25,793.55,Month-to-month,Yes
4635-EJYPD,Male,29,0,Yes,Yes,32,Yes,No,No,No,No,No,No,No,No,No,Mailed check,18.95,613.95,Two year,No
1866-ZSLJM,Male,30,0,No,No,21,Yes,No,No,No,No,No,No,No,No,No,Credit card (automatic),20.5,402.85,Month-to-month,No
4636-TVXVG,Male,31,0,Yes,Yes,62,Yes,No,No,No,No,No,No,No,No,No,Bank transfer (automatic),19.95,1244.8,One year,No
4236-UJPWO,Female,32,0,No,No,2,No,No,DSL,No,No,No,No,No,No,No,Electronic check,24.5,46.4,Month-to-month,No
9392-XBGTD,Male,33,0,No,Yes,27,Yes,No,No,No,No,No,No,No,No,No,Mailed check,20.6,581.85,Two year,No
3387-VATUS,Male,34,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),94.85,462.8,Month-to-month,Yes
6402-SSEJG,Female,35,0,No,No,25,No,No ,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Electronic check,61.05,1540.2,One year,No
1143-NMNQJ,Female,36,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,85.7,169.8,Month-to-month,Yes
1169-SAOCL,Male,37,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),106.65,5168.1,One year,No
1110-KYLGQ,Female,38,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Credit card (automatic),108.25,6780.1,Month-to-month,No
9929-PLVPA,Female,39,0,No,Yes,4,Yes,No,No,No ,No ,No ,No ,No ,No ,No,Credit card (automatic),20.4,94.5,Month-to-month,No
3518-PZXZQ,Female,40,0,Yes,No,1,Yes,No,DSL,No ,No,No,No,Yes,No,Yes,Mailed check,55.3,55.3,Month-to-month,No
2371-JUNGC,Male,41,0,No,No,11,Yes,No,No,No ,No ,No ,No ,No ,No ,No,Mailed check,20.25,208,Month-to-month,No
7693-QPEFS,Male,42,1,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Bank transfer (automatic),72.95,3829.75,Month-to-month,No
0924-BJCRC,Female,43,1,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,No,Electronic check,89.45,5294.6,Month-to-month,No
5074-FBGHB,Male,20,0,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),104.65,6889.8,One year,No
2351-BKRZW,Female,21,0,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,No,Bank transfer (automatic),75.2,3254.35,Two year,No
4455-BFSPD,Female,22,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,No,Bank transfer (automatic),101.15,6383.9,One year,No
0415-MOSGF,Female,23,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,44.4,44.4,Month-to-month,Yes
1724-BQUHA,Male,24,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,89.5,477.7,Month-to-month,Yes
3948-KXDUF,Male,25,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Bank transfer (automatic),68.75,4447.55,Two year,No
2323-ARSVR,Male,26,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,111.05,7321.05,Two year,No
0815-MFZGM,Female,27,0,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),99.0,4135,Two year,No
4826-XTSOH,Male,28,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,86.05,86.05,Month-to-month,Yes
5480-XTFFL,Female,29,0,Yes,Yes,31,Yes,No,No,No,No,No,No,No,No,No,Mailed check,21.0,697.7,Two year,No
8295-FHIVV,Male,30,0,No,No,7,Yes,No,No,No,No,No,No,No,No,Yes,Mailed check,19.4,168.65,Month-to-month,No
2495-INZWQ,Male,31,0,No,No,4,No,No,DSL,No,No,No,No,Yes,Yes,Yes,Electronic check,44.55,174.3,Month-to-month,Yes
9086-YJYXS,Male,32,0,Yes,Yes,34,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,No,Bank transfer (automatic),77.2,2753.8,One year,No
1179-INLAT,Male,33,0,No,No,3,Yes,No,No,No,No,No,No,No,No,Yes,Mailed check,19.45,69.25,One year,No
7909-FIOIY,Female,34,0,Yes,Yes,19,No,No,DSL,No,No,No,No,No,No,Yes,Mailed check,24.85,434.8,Month-to-month,No
4139-SUGLD,Male,35,0,Yes,Yes,31,No,No,DSL,Yes,No,No,Yes,No,No,No,Bank transfer (automatic),35.4,1077.5,Month-to-month,Yes
6857-VWJDT,Female,36,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,Mailed check,95.65,95.65,Month-to-month,Yes
6351-SCJKT,Male,37,0,No,No,3,No,No ,DSL,Yes,No,Yes,Yes,No,No,No,Mailed check,41.35,107.25,Month-to-month,No
5468-BPMMO,Male,38,0,Yes,No,46,Yes,No,No,No,No,No,No,No,No,No,Electronic check,19.6,851.2,Month-to-month,No
5624-BQSSA,Female,39,0,No,No,1,Yes,No,No,No,No,No,No,No,No,No,Mailed check,20.95,20.95,Month-to-month,Yes
0197-PNKNK,Female,40,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,Bank transfer (automatic),84.45,5848.6,One year,No
2439-QKJUL,Male,41,0,No,No,5,Yes,No,No,No,No,No,No,No,No,No,Mailed check,20.25,109.8,Month-to-month,No
1194-SPVSP,Male,20,0,No,No,1,Yes,No,No,No,No,No,No,No,No,No,Bank transfer (automatic),19.65,19.65,Month-to-month,No
9534-NSXEM,Male,21,0,No,No,26,Yes,No,No,No,No,No,No,No,No,Yes,Credit card (automatic),20.65,595.5,One year,No
2408-WITXK,Female,22,1,No,No,10,No,No,DSL,No,No,No,No,No,Yes,Yes,Electronic check,34.7,329.8,Month-to-month,Yes
8929-KSWIH,Male,23,0,No,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),99.3,2513.5,Two year,No
2250-IVBWA,Male,24,0,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,No,Electronic check,81.05,5135.35,Month-to-month,No
1810-MVMAI,Male,25,0,Yes,Yes,30,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Electronic check,67.6,2000.2,Month-to-month,No
9506-UXUSK,Male,26,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.15,931.75,Month-to-month,No
1229-RCALF,Female,27,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,115.0,7396.15,One year,No
3572-UOLYZ,Female,28,0,No,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Yes,Bank transfer (automatic),84.8,3958.85,Month-to-month,No
1429-UYJSV,Female,29,0,No,No,12,Yes,No,No,No,No,No,No,No,No,No,Mailed check,19.7,260.9,One year,No
5577-OTWWW,Female,30,0,No,No,15,Yes,No,No,No,No,No,No,No,No,No,Bank transfer (automatic),19.75,297.3,Month-to-month,Yes
6100-QQHEB,Male,31,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,92.55,1515.1,Month-to-month,Yes
6366-XIVKZ,Female,32,0,Yes,Yes,13,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Yes,Mailed check,63.15,816.8,Month-to-month,No
3470-OBUET,Female,33,0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Credit card (automatic),74.0,4868.4,Two year,No
2770-NSVDG,Male,34,0,Yes,No,24,No,No,DSL,No,No,Yes,No,No,No,No,Electronic check,29.1,688,Month-to-month,No
