SeniorCitizen,Partner,Dependents,Tenure,Customer ID
0,Yes,Yes,51,3128-YOVTD
1,No,No,15,0529-ONKER
1,Yes,No,64,1728-CXQBE
0,No,No,37,7041-TXQJH
0,No,No,13,5014-GSOUQ
0,Yes,No,49,5724-BIDBU
1,No,No,45,0481-SUMCB
0,No,No,18,1769-GRUIK
1,No,No,1,5240-IJOQT
0,Yes,No,68,8819-WFGGJ
0,No,No,54,7427-AUFPY
1,Yes,Yes,23,2811-POVEX
0,No,No,17,1092-GANHU
0,Yes,No,71,7898-PDWQE
0,Yes,Yes,67,9972-EWRJS
0,Yes,Yes,14,9314-IJWSQ
1,No,No,1,0661-XEYAN
0,No,Yes,63,5799-JRCZO
0,No,No,41,1921-KYSAY
0,Yes,No,17,6198-RTPMF
0,Yes,No,56,2924-KHUVI
0,No,No,5,1925-GMVBW
0,No,No,2,7881-EVUAD
0,Yes,No,3,6184-DYUOB
0,No,No,37,9207-ZPANB
0,No,No,29,5766-XQXMQ
0,No,No,8,9327-QSDED
0,No,No,63,1656-DRSMG
0,Yes,Yes,7,3012-VFFMN
0,No,No,3,2984-AFWNC
0,Yes,Yes,72,0640-YJTPY
0,No,No,19,8096-LOIST
0,Yes,No,59,9764-REAFF
0,Yes,Yes,2,3703-VAVCL
0,Yes,Yes,35,7107-UBYKY
0,No,No,14,4881-GQJTW
0,No,No,14,8519-QJGJD
0,Yes,Yes,69,7876-DNYAP
1,Yes,No,7,7905-NJMXS
0,Yes,Yes,69,2882-WDTBA
0,Yes,Yes,72,2091-GPPIQ
0,No,No,8,6326-MTTXK
0,Yes,Yes,4,5071-FBJFS
0,Yes,Yes,63,2796-UUZZO
0,No,No,72,2429-AYKKO
0,No,No,46,9798-OPFEM
0,Yes,No,5,0330-IVZHA
0,Yes,No,30,3794-NFNCH
0,No,No,63,5193-QLVZB
0,No,No,60,7114-AEOZE
0,Yes,No,63,2886-KEFUM
0,Yes,Yes,25,5522-NYKPB
0,No,No,1,4237-RLAQD
1,Yes,No,6,9957-YODKZ
0,No,No,22,6518-KZXCB
0,Yes,Yes,31,2245-ADZFJ
0,Yes,Yes,39,7776-QGYJC
0,No,No,26,9313-QOLTZ
0,Yes,No,53,9651-GTSAQ
0,No,No,1,3186-BAXNB
0,No,No,12,4672-FOTSD
0,No,No,16,0637-YLETY
0,No,No,2,9818-XQCUV
0,No,Yes,39,7338-ERIVA
0,No,No,1,1157-BQCUW
0,Yes,Yes,7,8259-NFJTV
1,No,No,4,3223-DWFIO
1,No,No,10,2660-EMUBI
0,No,No,55,6968-GMKPR
0,Yes,Yes,72,4751-ERMAN
0,Yes,No,10,1436-ZMJAN
1,No,No,11,3292-PBZEJ
0,Yes,Yes,15,0799-DDIHE
0,Yes,Yes,23,3070-FNFZQ
0,No,Yes,1,2812-SFXMJ
1,No,No,3,7675-OZCZG
0,Yes,Yes,47,5014-WUQMG
0,No,Yes,15,5312-TSZVC
0,No,No,66,2003-CKLOR
1,Yes,No,68,0993-OSGPT
0,Yes,Yes,17,9254-RBFON
0,No,No,7,1205-WNWPJ
1,Yes,No,12,9391-EOYLI
1,Yes,No,21,7108-DGVUU
0,No,No,21,2782-JEEBU
0,Yes,Yes,56,5127-BZENZ
0,Yes,Yes,6,2720-FVBQP
1,No,No,65,9906-NHHVC
0,Yes,No,42,4522-XRWWI
0,Yes,Yes,68,3766-EJLFL
0,Yes,Yes,48,5939-SXWHM
1,No,No,50,8152-UOBNY
1,No,No,7,7351-KYHQH
0,Yes,Yes,63,7643-RCHXS
0,No,No,17,8246-SHFGA
0,Yes,Yes,42,8387-MOJJT
0,Yes,Yes,4,0620-XEFWH
0,No,Yes,62,6485-QXWWE
1,No,No,2,2761-OCIAX
0,Yes,No,2,7321-VGNKU
0,Yes,No,48,5327-CNLUQ
0,Yes,No,27,7552-KEYGT
0,Yes,Yes,70,5816-JMLGY
1,No,No,1,3068-OMWZA
0,Yes,No,46,2927-QRRQV
0,No,No,30,6032-KRXXO
0,No,No,15,7459-RRWQZ
0,Yes,Yes,69,6265-SXWBU
0,No,No,65,7941-RCJOW
1,Yes,Yes,72,6374-NTQLP
1,Yes,No,13,4154-AQUGT
0,No,No,17,2387-KDZQY
0,Yes,No,51,3584-WKTTW
0,Yes,Yes,51,3399-BMLVW
0,Yes,No,72,1971-DTCZB
0,Yes,Yes,67,3092-IGHWF
0,No,No,34,3374-PZLXD
0,Yes,No,67,3813-DHBBB
0,Yes,No,49,2812-REYAT
0,Yes,Yes,53,6518-PPLMZ
0,No,No,27,4939-KYYPY
1,No,No,23,8017-LXHFA
0,No,No,69,5930-GBIWP
0,Yes,Yes,2,6022-KOUQO
0,No,No,35,6352-TWCAU
0,Yes,No,46,2361-UPSND
0,No,No,54,6035-RIIOM
0,Yes,No,56,2929-QNSRW
0,Yes,No,9,1262-OPMFY
0,No,No,20,9504-DSHWM
0,No,No,11,5035-BVCXS
1,Yes,No,30,6267-DCFFZ
0,Yes,No,68,3533-UVMOM
1,Yes,No,38,2439-LYPMQ
1,Yes,No,17,4248-QPAVC
0,No,No,48,1899-VXWXM
0,No,No,1,1478-VPOAD
0,Yes,Yes,63,9995-HOTOH
0,No,No,3,2988-PLAHS
0,No,No,48,1371-OJCEK
0,No,No,66,4999-IEZLT
0,Yes,Yes,68,8883-ANODQ
1,No,No,17,4690-LLKUA
0,Yes,Yes,7,2351-RRBUE
0,Yes,No,72,5980-BDHPY
0,Yes,No,29,1498-DQNRX
0,Yes,No,37,9469-WEJBT
0,No,No,34,3331-HQDTW
1,No,No,42,9490-DFPMD
0,Yes,Yes,59,2581-VKIRT
0,Yes,Yes,11,5442-XSDCW
1,Yes,Yes,60,7426-WEIJX
0,No,No,27,2851-MMUTZ
0,No,No,1,3049-NDXFL
1,No,No,1,8580-AECUZ
0,Yes,No,17,3307-TLCUD
0,Yes,No,58,6625-FLENO
0,Yes,Yes,1,2967-MXRAV
0,Yes,Yes,3,7963-GQRMY
0,No,No,53,8189-HBVRW
0,No,No,35,4163-KIUHY
0,Yes,Yes,50,1228-FZFRV
0,Yes,Yes,68,3500-NSDOA
0,Yes,No,47,1171-TYKUR
1,Yes,No,65,3761-FLYZI
0,No,No,5,2058-DCJBE
0,Yes,No,51,5364-XYIRR
0,No,No,46,4829-AUOAX
0,No,No,9,1219-NNDDO
0,No,No,8,8388-DMKAE
0,No,No,14,4403-BWPAY
0,No,No,45,9659-QEQSY
0,No,No,8,5405-ZMYXQ
1,No,Yes,1,5047-LHVLY
0,Yes,Yes,66,1442-OKRJE
0,Yes,Yes,72,4737-AQCPU
0,Yes,No,41,9158-VCTQB
0,Yes,Yes,23,2808-CHTDM
0,No,No,29,6311-UEUME
0,No,No,4,0793-TWELN
0,Yes,Yes,6,3283-WCWXT
1,Yes,No,67,1060-ENTOF
1,No,Yes,7,0999-QXNSA
0,Yes,Yes,56,5451-MHQOF
0,Yes,No,72,4836-WNFNO
0,Yes,No,72,9225-BZLNZ
0,Yes,Yes,23,0354-VXMJC
0,No,Yes,35,4422-QVIJA
1,Yes,No,27,9365-SRSZE
0,Yes,Yes,26,6839-ITVZJ
0,Yes,Yes,12,8332-OSJDW
0,No,No,40,4735-BJKOU
0,Yes,Yes,7,0274-JKUJR
0,Yes,Yes,70,5740-YHGTW
0,Yes,Yes,60,8917-SZTTJ
0,Yes,Yes,39,1696-MZVAU
0,Yes,No,72,7359-WWYJV
0,No,No,1,0375-HVGXO
0,Yes,Yes,54,4906-ZHGPK
0,No,No,3,8593-WHYHV
0,Yes,Yes,63,3795-GWTRD
0,Yes,Yes,71,1298-PHBTI
0,No,No,42,6223-DHJGV
0,No,No,47,6961-MJKBO
0,Yes,Yes,66,6097-EQISJ
0,Yes,No,21,4423-YLHDV
0,No,No,11,8158-WPEZG
0,No,Yes,1,0107-YHINA
1,Yes,No,55,4918-FYJNT
0,No,No,69,0727-BNRLG
1,No,No,3,4854-CIDCF
0,No,No,4,8640-SDGKB
1,No,No,30,3280-MRDOF
0,No,No,5,6435-SRWBJ
0,Yes,No,71,9964-WBQDJ
0,No,No,29,6303-KFWSL
0,Yes,No,52,1702-CCFNJ
0,No,No,68,8932-CZHRQ
0,Yes,Yes,46,0386-CWRGM
0,No,No,8,5515-RUGKN
0,Yes,No,72,0404-AHASP
0,No,No,17,7279-NMVJC
0,No,No,3,2081-VEYEH
1,No,No,2,6407-UTSLV
0,No,No,9,4116-TZAQJ
0,No,No,51,9060-HJJRW
0,Yes,Yes,6,2587-YNLES
0,Yes,No,3,7398-SKNQZ
1,No,No,17,5935-FCCNB
0,Yes,No,30,1958-RNRKS
0,No,No,31,5136-RGMZO
0,No,No,45,8345-MVDYC
0,Yes,No,64,8226-BXGES
0,No,No,1,3877-JRJIP
1,No,No,1,8375-DKEBR
1,Yes,Yes,61,9705-IOVQQ
0,No,No,1,1015-OWJKI
0,No,No,9,7511-YMXVQ
0,Yes,Yes,72,2040-XBAVJ
0,No,No,1,7551-JOHTI
0,Yes,No,7,8887-IPQNC
0,Yes,No,66,8646-JCOMS
0,No,No,1,9804-ICWBG
0,Yes,Yes,40,1222-KJNZD
0,No,No,16,0106-GHRQR
0,No,No,2,5318-IXUZF
0,Yes,No,67,3768-VHXQO
0,Yes,No,41,8952-WCVCD
0,Yes,Yes,56,2418-TPEUN
0,No,No,72,3963-RYFNS
0,Yes,Yes,3,3198-VELRD
0,Yes,No,54,8540-ZQGEA
1,No,No,52,1320-REHCS
0,No,No,50,4137-JOPHL
0,No,No,14,9436-ZBZCT
0,Yes,No,27,7801-CEDNV
1,Yes,No,72,2057-BOYKM
0,No,No,62,3658-QQJYD
0,No,No,12,1803-BGNBD
1,No,No,44,0134-XWXCE
0,Yes,Yes,54,6950-TWMYB
0,No,No,68,5848-FHRFC
0,No,No,20,2243-FNMMI
0,Yes,Yes,50,2511-MORQY
0,No,No,58,5356-KZCKT
0,Yes,Yes,35,9470-XCCEM
0,No,No,2,6519-CFDBX
0,Yes,Yes,63,3902-MIVLE
0,Yes,No,58,0409-WTMPL
0,Yes,Yes,27,8763-KIAFH
0,Yes,No,71,3669-WHAFY
0,No,No,63,3055-VTCGS
0,Yes,No,71,3144-KMTWZ
1,No,No,41,7279-BUYWN
1,No,No,13,7156-MHUGY
0,No,No,2,7198-GLXTC
0,Yes,Yes,68,2007-QVGAW
0,Yes,Yes,1,5207-PLSTK
1,No,No,65,2307-FYNNL
1,Yes,No,72,5605-XNWEN
0,No,No,28,2155-AMQRX
0,Yes,Yes,72,6181-AXXYF
0,No,No,2,5091-HFAZW
0,No,Yes,18,0516-VRYBW
1,Yes,No,60,2519-LBNQL
1,No,No,26,8623-ULFNQ
0,No,Yes,1,8380-PEFPE
0,No,No,4,5687-DKDTV
0,Yes,Yes,68,1568-LJSZU
0,No,No,38,7530-HDYDS
1,Yes,No,42,7789-HKSBS
0,Yes,No,57,7416-CKTEP
0,Yes,No,54,2586-CWXVV
0,No,No,12,3096-IZETN
0,Yes,No,44,2348-KCJLT
0,Yes,Yes,42,8401-EMUWF
0,Yes,Yes,72,4193-IBKSW
0,Yes,Yes,71,5377-NDTOU
0,Yes,No,19,5922-ABDVO
0,Yes,No,23,2474-LCNUE
0,No,No,30,0839-QNXME
0,No,No,35,3506-OVLKD
0,No,No,10,9172-ANCRX
0,No,No,1,6650-VJONK
0,No,No,22,2178-PMGCJ
0,Yes,Yes,7,7492-TAFJD
0,No,No,36,2773-MADBQ
0,Yes,Yes,34,6016-LVTJQ
0,Yes,Yes,72,7860-KSUGX
0,Yes,Yes,36,8966-KZXXA
0,No,No,1,6910-HADCM
0,No,No,23,4816-LXZYW
1,Yes,No,32,9606-PBKBQ
0,Yes,Yes,71,5149-QYTTU
1,No,No,23,2070-XYMFH
0,Yes,No,17,2085-BOJKI
0,No,No,1,0817-HSUSE
0,Yes,Yes,12,5442-PPTJY
0,Yes,No,72,1927-QEWMY
0,No,No,1,1663-MHLHE
1,Yes,No,72,5663-QBGIS
0,Yes,Yes,60,4450-MDZFX
0,Yes,Yes,61,6701-DHKWQ
0,Yes,No,6,7554-AKDQF
1,Yes,No,32,3536-IQCTX
0,No,Yes,31,4911-BANWH
0,No,No,19,8496-EJAUI
0,Yes,Yes,72,0794-YVSGE
0,No,No,32,5423-BHIXO
0,Yes,No,65,6908-VVYHM
0,Yes,Yes,45,2959-EEXWB
0,No,No,42,1839-UMACK
0,No,No,8,3030-YDNRM
0,No,Yes,32,7321-KKSDU
1,Yes,No,22,3402-XRIUO
1,Yes,No,57,3132-TVFDZ
0,No,No,1,8286-AFUYI
1,No,No,1,8080-DDEMJ
0,Yes,No,1,8356-WUAOJ
0,No,No,24,6365-MTGZX
0,No,No,1,1349-WXNGG
1,No,No,54,8058-DMYRU
0,No,No,4,9350-ZXYJC
0,Yes,Yes,65,6990-YNRIO
0,Yes,No,56,8958-JPTRR
0,No,No,45,6959-GQEGV
0,Yes,Yes,71,3173-WSSUE
0,Yes,No,59,1265-HVPZB
0,No,No,69,4115-UMJFQ
0,No,No,19,7369-TRPFD
0,Yes,Yes,55,1098-KFQEC
0,No,No,38,7190-XHTWJ
0,No,No,10,0621-TWIEM
1,Yes,No,47,3537-RYBHH
0,Yes,No,2,2485-ITVKB
0,No,No,1,3669-OYSJI
0,No,No,1,1612-EOHDH
1,No,No,1,6702-OHFWR
0,Yes,Yes,46,5296-BFCYD
1,No,No,38,4510-PYUSH
0,Yes,No,65,9359-JANWS
0,Yes,No,19,7517-SAWMO
0,No,No,52,4143-HHPMK
0,Yes,Yes,71,3279-DYZQM
0,No,No,1,7054-LGEQW
1,No,No,52,0523-VNGTF
0,Yes,No,6,9575-IWCAZ
1,Yes,No,26,7105-MXJLL
1,No,No,48,7064-FRRSW
0,Yes,Yes,64,7940-UQQUG
0,No,No,3,0923-PNFUB
0,No,No,1,3961-SXAXY
0,Yes,Yes,72,7010-BRBUU
0,No,No,1,3566-HJGPK
0,Yes,Yes,51,3062-ICYZQ
0,Yes,Yes,41,9938-PRCVK
0,Yes,Yes,72,0973-KYVNF
0,Yes,No,43,5129-HHMZC
0,Yes,No,72,9637-CDTKZ
0,Yes,No,47,3946-JEWRQ
0,No,No,72,7873-CVMAW
0,No,No,3,0463-WZZKO
0,No,No,1,3494-JCHRQ
0,No,No,2,6474-FVJLC
0,No,No,26,4524-QCSSM
0,Yes,Yes,29,5832-EXGTT
1,Yes,No,35,8840-DQLGN
0,No,No,27,2039-JONDJ
0,Yes,Yes,24,7217-JYHOQ
0,Yes,Yes,67,6695-FRVEC
0,No,No,16,4547-LYTDD
0,No,No,23,9894-QMIMJ
0,No,No,14,8069-YQQAJ
0,Yes,Yes,1,6770-XUAGN
1,No,No,1,4193-ORFCL
1,No,No,4,1636-NTNCO
0,No,Yes,16,3466-WAESX
0,Yes,No,46,9281-PKKZE
0,No,Yes,68,3638-VBZTA
0,No,No,38,7459-IMVYU
1,Yes,No,30,7776-QWNFX
1,No,No,5,6689-TCZHQ
0,No,No,17,8563-OYMQY
0,Yes,Yes,4,0754-EEBDC
0,No,No,12,5777-ZPQNC
0,Yes,Yes,72,1951-IEYXM
0,No,No,3,3318-NMQXL
0,No,No,56,3143-ILDAL
0,No,No,41,1022-RKXDR
0,No,No,40,2361-FJWNO
0,No,No,7,2272-UOINI
0,No,No,69,8232-UTFOZ
0,Yes,Yes,7,3750-YHRYO
0,Yes,Yes,5,6637-KYRCV
0,Yes,Yes,72,5668-MEISB
0,Yes,Yes,44,0129-QMPDR
0,No,No,65,7188-CBBBA
0,No,No,3,5356-CSVSQ
0,No,No,24,3221-CJMSG
0,No,No,44,4720-VSTSI
1,Yes,No,72,3219-JQRSL
0,No,No,24,2801-NISEI
0,No,No,1,3946-MHCZW
0,Yes,No,22,4623-ZKHLY
0,Yes,Yes,70,6732-VAILE
0,Yes,Yes,25,8201-AAXCB
0,Yes,Yes,37,7696-CFTAT
1,Yes,Yes,22,1845-CSBRZ
0,Yes,Yes,59,2123-VSCOT
0,Yes,Yes,49,6651-AZVTJ
0,Yes,Yes,47,4566-GOLUK
0,Yes,Yes,31,2484-DGXPZ
0,Yes,Yes,1,2018-QKYGT
0,No,No,3,2792-VPPET
0,Yes,No,53,7409-JURKQ
0,No,No,1,3247-MHJKM
0,No,No,20,1964-SVLEA
0,No,No,3,4587-NUKOX
0,No,No,51,7297-DVYGA
0,Yes,No,51,2239-CGBUZ
0,Yes,Yes,13,0854-UYHZD
0,No,No,1,7243-LCGGZ
0,No,Yes,1,8267-KFGYD
0,No,No,63,4890-VMUAV
0,No,No,3,9261-WDCAF
0,No,No,46,3764-MNMOI
0,No,No,1,7442-YGZFK
0,No,Yes,8,0420-BWTPW
0,Yes,Yes,71,8229-BUJHX
0,Yes,Yes,55,7449-HVPIV
0,No,No,70,5504-WSIUR
0,No,No,2,8183-ONMXC
0,Yes,Yes,67,8466-PZBLH
0,Yes,No,65,9614-RMGHA
0,Yes,No,14,8735-IJJEG
0,Yes,Yes,20,0564-MUUQK
0,No,Yes,1,5054-IEXZT
0,No,No,1,5834-ASPWA
0,Yes,Yes,49,0701-RFGFI
0,No,No,72,0019-EFAEP
0,Yes,No,46,5619-PTMIK
0,No,No,24,3737-XBQDD
0,Yes,Yes,5,5882-CMAZQ
0,Yes,Yes,33,5846-QFDFI
0,No,No,42,4445-KWOKW
0,No,No,23,3511-APPBJ
0,No,No,8,7967-HYCDE
0,No,No,66,2430-RRYUW
0,No,No,24,3948-XHGNA
1,No,No,24,3723-BFBGR
0,No,No,69,0565-IYCGT
0,No,No,53,5447-WZAFP
0,No,No,60,5110-CHOPY
0,Yes,No,7,5445-UTODQ
0,No,No,20,4425-OWHWB
0,Yes,Yes,23,7892-QVYKW
0,Yes,Yes,72,9675-ICXCT
0,Yes,No,11,1024-VRZHF
0,No,No,21,4703-MQYKT
1,No,No,1,9497-QCMMS
1,No,No,31,5692-ICXLW
0,No,No,57,0602-DDUML
0,Yes,Yes,45,2208-MPXIO
0,No,No,10,1960-UYCNN
0,Yes,No,58,0348-SDKOL
0,No,Yes,14,3190-FZATL
0,Yes,No,27,7336-RLLRH
0,Yes,Yes,14,4373-MAVJG
0,Yes,Yes,12,8901-HJXTF
0,Yes,Yes,69,7710-JSYOA
0,Yes,Yes,25,5419-KLXBN
1,Yes,No,58,3424-NMNBO
0,Yes,Yes,35,9885-MFVSU
1,No,No,16,4514-GFCFI
0,Yes,Yes,45,0607-MVMGC
0,No,No,17,3365-SAIGS
0,Yes,Yes,1,9828-AOQLM
0,No,No,22,8022-BECSI
1,No,No,1,8000-REIQB
0,Yes,Yes,67,9993-LHIEB
0,Yes,Yes,67,0266-CLZKZ
0,Yes,No,2,7615-ESMYF
0,No,No,23,3858-VOBET
1,No,No,9,7020-OZKXZ
0,No,No,5,3977-QCRSL
0,No,No,54,0017-DINOC
0,No,No,57,1447-PJGGA
0,No,No,24,8565-CLBZW
0,Yes,Yes,49,9139-WQQDY
0,No,No,5,0224-HJAPT
0,No,No,2,8086-OVPWV
0,No,Yes,4,9430-FRQOC
0,Yes,Yes,70,7639-OPLNG
0,No,No,5,3074-GQWYX
0,Yes,Yes,53,1492-QGCLU
0,Yes,No,47,6845-RGTYS
0,No,Yes,31,7328-OWMOM
0,Yes,Yes,13,4418-LZMSV
0,Yes,Yes,28,5155-AZQPB
0,No,No,10,8861-HGGKB
0,Yes,No,38,1087-GRUYI
0,No,No,1,7065-YUNRY
0,Yes,No,67,7694-VLBWQ
0,Yes,No,52,2546-KZAAT
0,Yes,Yes,62,0181-RITDD
0,No,No,16,5989-PGKJB
1,Yes,No,5,4795-KTRTH
0,No,No,12,8272-ONJLV
0,Yes,Yes,72,1488-PBLJN
1,No,No,71,0308-GIQJT
0,Yes,No,24,3778-FOAQW
0,No,No,15,4452-ROHMO
0,Yes,No,67,6481-OGDOO
0,No,Yes,2,3090-LETTY
0,Yes,Yes,5,5349-AZPEW
0,Yes,No,15,3753-TSEMP
0,No,No,1,8305-VHZBZ
0,Yes,Yes,41,9720-JJJOR
0,No,Yes,43,8100-HZZLJ
1,Yes,No,1,8775-ERLNB
1,No,No,1,8309-IEYJD
0,Yes,Yes,26,9172-JITSM
0,No,No,22,6298-QDFNH
0,Yes,No,71,7398-HPYZQ
0,No,No,7,3546-GHEAE
1,No,No,28,7361-YPXFS
1,No,No,16,6557-BZXLQ
0,No,No,7,2550-QHZGP
0,No,No,69,7519-JTWQH
0,No,Yes,1,2538-OIMXF
0,No,No,3,8543-MSDMF
1,No,No,21,9961-JBNMK
0,Yes,No,69,1170-SASML
0,Yes,No,71,4872-JCVCA
0,Yes,Yes,69,5346-BZCHP
0,No,No,48,2038-LLMLM
0,Yes,No,47,6173-ITPWD
0,No,No,2,9734-UYXQI
0,No,No,45,1216-BGTSP
0,No,No,51,4138-NAXED
0,Yes,No,22,2189-UXTKY
0,No,No,72,0744-BIKKF
0,Yes,Yes,37,7483-IQWIB
0,Yes,Yes,71,5248-KWLAR
0,Yes,Yes,7,4958-GZWIY
0,No,No,66,7996-MHXLW
0,Yes,Yes,51,7833-PKIHD
0,Yes,Yes,30,7061-OVMIM
0,No,No,34,5153-RTHKF
0,Yes,Yes,64,1852-QSWCD
1,Yes,No,65,4832-VRBMR
0,No,No,47,9079-LWTFD
0,No,No,1,6356-ELRKD
0,No,No,49,8624-GIOUT
0,Yes,Yes,67,3392-EHMNK
0,No,Yes,39,5986-WWXDV
0,No,No,14,3061-BCKYI
1,No,No,43,6179-GJPSO
1,No,No,56,7901-TBKJX
0,No,No,14,7228-PAQPD
0,No,No,1,3177-LASXD
0,Yes,Yes,16,7746-QYVCO
0,Yes,Yes,70,5804-HYIEZ
1,Yes,No,72,9919-FZDED
0,Yes,Yes,23,5934-TSSAU
0,No,Yes,21,3486-KHMLI
0,No,No,1,4897-QSUYC
0,No,Yes,1,1084-UQCHV
1,Yes,No,32,8290-YWKHZ
0,Yes,Yes,17,2955-BJZHG
0,No,No,4,3806-DXQOM
0,No,No,36,6784-XYJAE
0,No,No,50,3933-DQPWX
0,Yes,Yes,48,6661-EIPZC
0,No,Yes,50,8957-THMOA
0,Yes,No,72,2251-PYLPB
0,No,Yes,10,5555-RNPGT
0,No,No,18,1057-FOGLZ
0,No,No,1,9300-RENDD
0,No,No,1,0761-AETCS
0,No,No,9,8087-LGYHQ
0,No,No,2,4137-BTIKL
0,Yes,No,40,2190-BCXEC
0,Yes,No,69,6227-FBDXH
0,Yes,No,37,2153-MREFK
0,No,Yes,18,2911-WDXMV
1,Yes,No,11,7206-PQBBZ
0,Yes,No,8,3106-ULWFW
0,No,No,3,0925-VYDLG
0,Yes,Yes,55,4547-FZJWE
0,Yes,No,33,7422-WNBTY
0,No,No,46,0842-IWYCP
0,No,No,34,3521-HTQTV
0,No,No,3,3744-ZBHON
0,Yes,Yes,30,3373-DIUUN
0,No,No,33,8383-SGHJU
0,Yes,Yes,45,7607-QKKTJ
0,No,No,40,7707-PYBBH
0,No,No,71,8984-HPEMB
0,No,No,1,4349-GFQHK
0,Yes,Yes,72,4139-DETXS
0,Yes,Yes,22,9779-DPNEJ
0,Yes,Yes,46,9805-FILKB
0,Yes,Yes,55,5793-YOLJN
0,No,No,1,0673-IGUQO
0,No,No,12,4123-FCVCB
0,No,No,31,8819-IMISP
0,Yes,No,5,7802-EFKNY
0,Yes,Yes,67,8311-UEUAB
0,No,No,1,5858-EAFCZ
0,Yes,No,40,8035-BUYVG
0,Yes,Yes,41,1163-ONYEY
0,No,No,1,9787-XVQIU
0,No,No,51,8945-MUQUF
0,Yes,Yes,42,5656-MJEFC
0,Yes,Yes,23,6082-OQFBA
1,No,No,1,8051-HJRLT
0,No,No,1,8974-OVACP
0,No,No,56,4010-YLMVT
0,No,Yes,15,1379-FRVEB
0,Yes,Yes,12,8612-GXIDD
0,Yes,Yes,54,6288-CHQJB
0,No,No,7,8160-HOWOX
0,Yes,Yes,33,3023-GFLBR
0,Yes,Yes,16,6648-INWPS
0,No,Yes,21,4223-BKEOR
1,Yes,No,30,4079-VTGLK
0,No,No,3,1763-WQFUK
0,No,No,11,1391-UBDAR
0,No,No,62,8894-JVDCV
0,No,No,18,2023-VQFDL
0,No,Yes,6,1345-GKDZZ
0,No,No,46,2014-MKGMH
0,No,No,21,5628-FCGYG
0,No,No,68,2560-WBWXF
0,No,No,1,0248-IPDFW
0,Yes,No,25,7978-DKUQH
0,No,Yes,24,4335-UPJSI
0,Yes,No,30,0524-IAVZO
0,No,No,2,2737-YNGYW
0,Yes,No,51,1784-EZDKJ
0,Yes,Yes,57,9297-FVVDH
0,No,No,15,8007-YYPWD
0,Yes,Yes,72,7101-HRBLJ
0,No,No,2,5159-YFPKQ
0,Yes,No,28,6635-CPNUN
1,Yes,No,29,4021-RQSNY
0,Yes,Yes,70,5453-YBTWV
0,No,No,13,5039-LZRQT
1,Yes,No,59,2931-VUVJN
1,Yes,No,13,9061-TIHDA
1,Yes,No,7,8699-ASUFO
0,Yes,No,62,6418-PIQSP
0,No,No,21,8220-OCUFY
0,No,No,2,3995-WFCSM
0,No,No,1,1895-QTKDO
0,No,No,4,2038-OEQZH
0,No,No,19,1178-PZGAB
0,No,No,30,7927-AUXBZ
0,Yes,Yes,67,2626-VEEWG
1,Yes,No,72,2878-RMWXY
0,Yes,No,53,1657-DYMBM
0,No,No,5,7311-MQJCH
1,Yes,No,71,7375-WMVMT
0,Yes,Yes,50,1136-XGEQU
0,Yes,Yes,56,2530-FMFXO
0,No,No,2,6844-DZKRF
1,No,No,2,4695-WJZUE
0,Yes,Yes,24,7619-ODSGN
0,Yes,Yes,46,5970-GHJAW
0,Yes,No,71,8879-XUAHX
0,No,No,29,3689-MOZGR
0,Yes,Yes,69,4195-PNGZS
0,Yes,No,71,5003-XZWWO
1,No,No,1,3988-RQIXO
1,Yes,No,56,7622-FWGEW
0,No,Yes,56,6922-NCEDI
0,No,No,1,2514-GINMM
0,Yes,No,28,9891-NQDBD
0,Yes,Yes,19,6131-IUNXN
0,Yes,No,66,8548-AWOFC
0,Yes,Yes,17,9798-DRYDS
0,Yes,Yes,52,8532-UEFWH
0,No,No,19,6296-DDOOR
0,No,No,36,7951-VRDVK
1,Yes,No,7,5931-FLJJF
0,Yes,Yes,72,4815-YOSUK
0,Yes,Yes,67,2659-VXMWZ
1,No,No,34,0380-NEAVX
1,Yes,No,57,3207-OYBWH
0,Yes,No,7,4285-GYRQC
1,Yes,No,1,7216-EWTRS
0,Yes,No,8,4365-MSDYN
0,No,No,69,7036-TYDEC
0,Yes,No,50,5802-ADBRC
0,No,No,10,8076-FEZKJ
0,Yes,Yes,12,5197-YPYBZ
0,No,No,14,8337-MSSXB
0,Yes,No,70,4312-GVYNH
1,No,No,64,8495-LJDFO
0,Yes,Yes,66,0839-JTCUD
0,Yes,Yes,71,5494-WOZRZ
1,No,No,20,1302-UHBDD
0,Yes,No,72,2234-EOFPT
0,Yes,Yes,71,8619-IJNDK
0,Yes,Yes,38,8378-LKJAF
0,No,No,28,8182-BJDSI
1,Yes,No,17,2528-HFYZX
0,No,No,33,1153-GNOLC
0,Yes,Yes,23,3298-QEICA
0,Yes,Yes,58,0788-DXBFY
1,Yes,No,70,3597-YASZG
0,Yes,No,4,3496-LFSZU
0,Yes,Yes,45,5242-UOWHD
0,No,No,10,2482-CZGBB
0,Yes,Yes,36,6479-SZPLM
0,No,No,54,8097-VBQTZ
0,Yes,Yes,23,4500-HKANN
0,Yes,Yes,41,9917-KWRBE
1,No,No,5,3420-ZDBMA
0,Yes,Yes,27,2212-LYASK
0,No,No,1,1393-IMKZG
0,Yes,Yes,67,8069-RHUXK
1,Yes,Yes,72,3398-GCPMU
0,Yes,Yes,56,2908-WGAXL
0,Yes,Yes,44,3378-AJRAO
1,Yes,No,66,1013-QCWAM
