PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Customer ID
Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,1265-ZFOSD
Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,6568-POCUI
No,No,DSL,No,No,No,No,Yes,No,7890-VYYWG
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,5197-LQXXH
No,No ,DSL,No,No,No,No,No,No,9907-SWKKF
Yes,No,No,No ,No ,No ,No ,No ,No ,3457-PQBYH
Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,7682-AZNDK
Yes,No,DSL,Yes,No,No,No,No,No,0587-DMGBH
Yes,No,No,No,No,No,No,No,No,5384-ZTTWP
No,No,DSL,No,No,Yes,Yes,Yes,Yes,3745-HRPHI
No,No,DSL,No,Yes,No,No,No,No,7636-OWBPG
Yes,No,No,No,No,No,No,No,No,1231-YNDEK
Yes,No,No,No,No,No,No,No,No,1407-DIGZV
No,No,DSL,No,Yes,Yes,No,Yes,Yes,6397-JNZZG
Yes,No,Fiber optic,No,Yes,Yes,No,No,No,0570-BFQHT
Yes,No,No,No,No,No,No,No,No,4393-OBCRR
Yes,No,DSL,No,Yes,No,No,Yes,Yes,3523-QRQLL
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,8564-LDKFL
Yes,Yes,No,No,No,No,No,No,No,3696-DFHHB
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0895-DQHEW
Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,4717-GHADL
Yes,No,DSL,No,No,No,No,No,Yes,5501-TVMGM
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,5879-HMFFH
Yes,No,No,No,No,No,No,No,No,6772-WFQRD
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3810-DVDQQ
Yes,No,No,No ,No ,No ,No ,No ,No ,6972-SNKKW
Yes,No,No,No ,No ,No ,No ,No ,No ,3694-GLTJM
Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,8550-XSXUQ
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,8149-RSOUN
Yes,No,DSL,Yes,No,No,Yes,Yes,No,9055-MOJJJ
Yes,No,No,No ,No ,No ,No ,No ,No ,4359-INNWN
Yes,No,Fiber optic,No,Yes,Yes,No,No,No,0585-EGDDA
No,No,DSL,Yes,No,Yes,No,No,No,4032-RMHCI
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,0549-CYCQN
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,3481-JHUZH
Yes,No,DSL,No,No,Yes,No,No,No,7250-EQKIY
Yes,No,No,No,No,No,No,No,No,3594-IVHJZ
Yes,No,Fiber optic,No,Yes,Yes,No,No,No,6869-FGJJC
Yes,Yes,No,No,No,No,No,No,No,3896-ZVNET
Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,8205-VSLRB
No,No ,DSL,No,No,No,Yes,No,No,5960-MVTUK
Yes,No ,DSL,No,No,No,No,No,No,6817-WTYHE
No,No ,DSL,No,Yes,No,No,No,No,3082-VQXNH
Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,4013-UBXWQ
Yes,No,DSL,Yes,No,No,No,Yes,Yes,4931-TRZWN
Yes,No,No,No,No,No,No,No,No,0750-EKNGL
Yes,No,DSL,No,No,No,No,Yes,No,7669-LCRSD
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3567-PQTSO
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5519-NPHVG
Yes,No,No,No,No,No,No,No,No,8043-PNYSD
Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9938-EKRGF
Yes,No,DSL,Yes,Yes,No,No,No,No,2703-AMTUL
No,No,DSL,No,No,Yes,No,No,No,0928-JMXNP
Yes,No,No,No,No,No,No,No,No,8173-RXAYP
No,No,DSL,Yes,Yes,Yes,Yes,No,No,4825-XJGDM
Yes,Yes,DSL,No,Yes,No,No,No,No,5402-HTOTQ
Yes,No,No,No,No,No,No,No,No,6734-JDTTV
Yes,No,No,No,No,No,No,No,No,7850-THJMU
Yes,No,DSL,No,No,No,Yes,No,No,3890-RTCMS
Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,8849-GYOKR
Yes,No,No,No ,No ,No ,No ,No ,No ,3148-BLQJT
Yes,No,No,No ,No ,No ,No ,No ,No ,3717-FDJFU
No,No,DSL,No,Yes,No,No,No,Yes,3665-JATSN
Yes,Yes,DSL,Yes,No,No,No,No,No,7966-YOTQW
Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,0461-CVKMU
Yes,No,DSL,No,No,No,No,Yes,No,8806-EAGWC
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8853-TZDGH
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,7779-LGOVN
Yes,No,DSL,No,Yes,Yes,No,No,No,4324-BZCKL
Yes,No,No,No,No,No,No,No,No,6924-TDGMT
Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,9710-ZUSHQ
Yes,Yes,DSL,Yes,No,No,Yes,No,No,1536-YHDOE
Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,8123-QBNAZ
Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,3629-ZNKXA
Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,4827-LTQRJ
Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,7711-YIJWC
Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,5482-VXSXJ
No,No,DSL,No,No,No,No,No,No,7365-BVCJH
Yes,No,Fiber optic,No,No,No,No,No,No,9620-ENEJV
Yes,No,Fiber optic,No,Yes,No,Yes,No,No,4183-WCSEP
Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2378-YIZKA
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,5498-TXHLF
Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,0689-DSXGL
Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,6818-DJXAA
Yes,No,Fiber optic,No,No,No,No,No,No,9722-UJOJR
Yes,No,No,No,No,No,No,No,No,0464-WJTKO
Yes,No,No,No,No,No,No,No,No,8902-ZEOVF
Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,6778-EICRF
Yes,Yes,No,No,No,No,No,No,No,2662-NNTDK
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,4132-KALRO
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,3902-FOIGH
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,6772-KSATR
Yes,No,Fiber optic,No,No,No,No,No,No,7112-OPOTK
Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,2874-YXVVA
Yes,No,No,No,No,No,No,No,No,1245-HARPS
Yes,No,Fiber optic,No,No,No,No,No,Yes,4210-QFJMF
Yes,No,No,No,No,No,No,No,No,4323-ELYYB
Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,4293-ETKAP
Yes,No,DSL,Yes,No,No,Yes,No,No,6064-PUPMC
Yes,No,DSL,Yes,Yes,Yes,No,No,No,6504-VBLFL
Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,6322-PJJDJ
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0330-BGYZE
Yes,No,No,No,No,No,No,No,No,1085-LDWAM
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,7586-ZATGZ
Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,7197-VOJMM
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3318-OSATS
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,5828-AVIPD
Yes,No,No,No ,No ,No ,No ,No ,No ,1843-TLSGD
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,9626-VFRGG
No,No ,DSL,Yes,No,Yes,No,No,No,7075-BNDVQ
Yes,No ,DSL,Yes,No,No,Yes,No,No,9143-CANJF
No,No ,DSL,No,Yes,No,No,Yes,Yes,7284-BUYEC
Yes,Yes,DSL,No,Yes,No,No,No,Yes,2041-JIJCI
Yes,No,Fiber optic,No,No,No,No,No,No,1086-LXKFY
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,4900-MSOMT
Yes,No,DSL,No,No,Yes,No,No,No,2229-VWQJH
Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,9194-GFVOI
Yes,No,No,No ,No ,No ,No ,No ,No ,1336-EZFZY
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,4282-MSACW
Yes,No,No,No ,No ,No ,No ,No ,No ,1403-LKLIK
Yes,No,Fiber optic,No,No,No,No,No,No,2636-ALXXZ
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7774-OJSXI
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,7786-WBJYI
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0136-IFMYD
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5144-TVGLP
Yes,No,Fiber optic,No,Yes,No,Yes,No,No,9643-AVVWI
Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,0253-ZTEOB
Yes,Yes,No,No,No,No,No,No,No,2706-QZIHY
Yes,No,No,No,No,No,No,No,No,6061-PQHMK
Yes,No,Fiber optic,No,No,No,No,Yes,No,9885-CSMWE
No,No,DSL,Yes,Yes,No,No,Yes,No,6137-MFAJN
Yes,No,No,No ,No ,No ,No ,No ,No ,9122-UMROB
Yes,No,No,No ,No ,No ,No ,No ,No ,4232-JGKIY
Yes,No,Fiber optic,No,Yes,Yes,No,No,No,2402-TAIRZ
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,9659-ZTWSM
No,No ,DSL,Yes,Yes,Yes,No,Yes,No,9139-TWBAS
Yes,No ,DSL,Yes,Yes,No,Yes,Yes,No,6685-GBWJZ
No,No ,DSL,No,No,Yes,No,No,No,5016-ETTFF
Yes,No,DSL,Yes,No,No,No,Yes,Yes,3866-MDTUB
Yes,No,DSL,Yes,No,No,No,No,Yes,2195-VVRJF
Yes,Yes,No,No ,No ,No ,No ,No ,No ,3913-RDSJZ
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,8058-JMEQO
Yes,No,No,No ,No ,No ,No ,No ,No ,4203-QGNZA
Yes,No,Fiber optic,No,No,Yes,No,No,No,5043-TRZWM
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0697-ZMSWS
Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,7657-DYEPJ
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,9494-BDNNC
Yes,No,Fiber optic,No,No,No,No,No,No,1640-PLFMP
Yes,No,DSL,No,No,No,Yes,No,No,5366-OBVMR
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,8276-MQBYC
Yes,No,No,No,No,No,No,No,No,7644-OMVMY
Yes,No,DSL,No,No,No,No,No,No,7593-XFKDI
Yes,No,No,No,No,No,No,No,No,4573-JKNAE
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0337-CNPZE
Yes,Yes,No,No,No,No,No,No,No,9817-APLHW
Yes,No,No,No,No,No,No,No,No,8380-MQINP
Yes,Yes,Fiber optic,No,No,No,No,No,No,0840-DFEZH
Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,1513-XNPPH
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,8690-ZVLCL
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,6015-VVHHE
Yes,No,DSL,No,No,No,No,No,No,1125-SNVCK
No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,0384-LPITE
Yes,No,No,No ,No ,No ,No ,No ,No ,4616-EWBNJ
Yes,Yes,Fiber optic,No,No,No,No,No,No,6347-DCUIK
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1335-HQMKX
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,2545-EBUPK
Yes,No,No,No,No,No,No,No,No,6923-AQONU
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,2172-EJXVF
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0897-FEGMU
Yes,No,DSL,No,No,No,No,No,No,7663-RGWBC
Yes,No,DSL,No,Yes,No,Yes,No,No,1120-BMWUB
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,9124-LHCJQ
Yes,No,Fiber optic,No,Yes,No,No,No,Yes,4536-PLEQY
No,No,DSL,Yes,No,No,Yes,No,Yes,7029-IJEJK
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,8871-JLMHM
Yes,Yes,DSL,No,No,No,No,No,No,2235-ZGKPT
Yes,No,DSL,No,No,Yes,No,No,Yes,3891-PUQOD
Yes,No,DSL,Yes,No,No,Yes,No,No,5447-VYTKW
Yes,No,No,No ,No ,No ,No ,No ,No ,3623-FQBOX
Yes,No,Fiber optic,No,No,Yes,No,Yes,No,0689-NKYLF
Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,8659-HDIYE
Yes,No,DSL,Yes,Yes,No,No,No,No,3658-KIBGF
No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,3474-BAFSJ
Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,5519-YLDGW
Yes,No,No,No ,No ,No ,No ,No ,No ,3865-ZFZIB
Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,1855-AGAWH
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,7109-CQYUZ
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,1370-GGAWX
Yes,Yes,DSL,Yes,No,No,No,No,No,4680-KUTAJ
No,No ,DSL,Yes,Yes,Yes,No,No,Yes,5307-UVGNB
Yes,No,No,No ,No ,No ,No ,No ,No ,4946-EDSEW
Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,2883-ILGWO
Yes,Yes,Fiber optic,No,No,No,No,No,No,2516-VQRRV
Yes,No,DSL,Yes,Yes,No,No,No,No,7580-UGXNC
Yes,No,No,No ,No ,No ,No ,No ,No ,3642-BYHDO
Yes,No,No,No ,No ,No ,No ,No ,No ,9629-NHXFW
Yes,Yes,No,No ,No ,No ,No ,No ,No ,2696-RZVZW
Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,5766-FTRTS
Yes,No,No,No ,No ,No ,No ,No ,No ,0396-HUJBP
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5178-LMXOP
Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,8879-ZKJOF
Yes,Yes,No,No ,No ,No ,No ,No ,No ,6285-FTQBF
Yes,Yes,Fiber optic,No,No,No,No,No,No,8185-UPYBR
Yes,No,Fiber optic,No,No,Yes,No,No,No,4585-HETAI
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,7526-BEZQB
Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,1474-JUWSM
Yes,No,No,No ,No ,No ,No ,No ,No ,3530-CRZSB
Yes,No,DSL,Yes,No,Yes,No,No,No,8498-XXGWA
Yes,No,Fiber optic,No,No,No,No,No,No,9617-INGJY
Yes,No,No,No,No,No,No,No,No,0621-TSSMU
Yes,No,No,No,No,No,No,No,No,7234-KMNRQ
Yes,No,DSL,No,No,No,No,No,No,7636-PEPNS
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,4683-WYDOU
Yes,Yes,DSL,Yes,Yes,No,No,No,No,9052-DHNKM
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,6794-HKIAJ
Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,5578-NKCXI
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,1642-HMARX
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,3096-WPXBT
Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,8434-PNQZX
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,5950-AAAGJ
Yes,No,No,No,No,No,No,No,No,4299-OPXEJ
Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,4951-UKAAQ
Yes,No,No,No,No,No,No,No,No,9618-LFJRU
Yes,No,DSL,Yes,Yes,No,No,No,No,6693-DJWTY
Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,0744-GKNGE
Yes,No,No,No,No,No,No,No,No,6447-EGDIV
Yes,No,No,No ,No ,No ,No ,No ,No ,1167-OYZJF
Yes,No,DSL,No,Yes,No,No,No,No,2108-YKQTY
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,4806-DXQCE
Yes,No,DSL,No,No,No,No,Yes,No,4918-QLLIW
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,7056-IMHCC
Yes,No,DSL,Yes,Yes,No,Yes,No,No,4854-SSLTN
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,5294-DMSFH
No,No,DSL,Yes,No,Yes,Yes,No,No,4837-PZTIC
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,1625-JAIIY
Yes,No,DSL,Yes,No,No,No,Yes,Yes,0603-OLQDC
Yes,No,DSL,No,Yes,No,Yes,No,No,3272-VUHPV
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,4176-FXYBO
Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,1063-DHQJF
Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,8663-UPDGF
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,6719-FGEDO
No,No ,DSL,Yes,No,Yes,Yes,Yes,Yes,1837-YQUCE
Yes,No,DSL,Yes,No,No,No,No,No,2947-DOMLJ
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,4112-LUEIZ
Yes,No,Fiber optic,No,No,No,No,No,No,0369-ZGOVK
Yes,No,Fiber optic,No,No,No,No,No,No,4510-HIMLV
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,9919-KNPOO
Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,8749-JMNKX
Yes,No,No,No ,No ,No ,No ,No ,No ,7872-BAAZR
Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,9391-LMANN
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,2430-USGXP
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,8174-TBVCF
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,1698-XFZCI
Yes,No,DSL,Yes,No,No,Yes,No,No,1877-HKBQX
Yes,No,Fiber optic,No,No,No,No,No,No,4450-DLLMH
Yes,No,No,No,No,No,No,No,No,0428-AXXLJ
Yes,Yes,DSL,No,Yes,No,No,No,No,2746-DIJLO
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5955-ERIHD
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0917-EZOLA
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,3508-VLHCZ
Yes,No,DSL,Yes,Yes,Yes,No,No,No,4086-ATNFV
Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,0468-YRPXN
Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,5996-NRVXR
No,No,DSL,Yes,No,Yes,No,No,No,3739-YBWAB
Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,7047-FWEYA
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,2000-MPKCA
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,9762-YAQAA
Yes,No,DSL,No,No,No,Yes,No,Yes,5949-EBSQK
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,5473-KHBPS
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0100-DUVFC
Yes,No,Fiber optic,No,No,No,No,No,No,5397-TUPSH
Yes,No,DSL,No,No,No,No,No,No,8950-MTZNV
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0326-VDYXE
No,No ,DSL,No,Yes,Yes,No,No,No,6773-LQTVT
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,7274-RTAPZ
Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,0436-TWFFZ
Yes,No,No,No ,No ,No ,No ,No ,No ,8566-YPRGL
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,0311-UNPFF
Yes,Yes,No,No ,No ,No ,No ,No ,No ,6609-MXJHJ
Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,2669-OIDSD
Yes,No,DSL,Yes,Yes,No,No,No,No,8400-WZICQ
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,3834-XUIFC
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,9576-SYUHJ
Yes,No,Fiber optic,No,Yes,No,No,No,Yes,0410-IPFTY
Yes,No,DSL,No,No,No,No,No,No,2831-EBWRN
Yes,Yes,No,No,No,No,No,No,No,9430-NKQLY
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,8414-MYSHR
Yes,No,No,No,No,No,No,No,No,0247-SLUJI
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,9402-ORRAH
Yes,No,DSL,Yes,No,No,No,No,No,6483-OATDN
Yes,No,No,No ,No ,No ,No ,No ,No ,1293-HHSHJ
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,4840-ORQXB
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,7599-FKVXZ
Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,3982-DQLUS
Yes,No,No,No,No,No,No,No,No,8610-ZIKJJ
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,3756-VNWDH
Yes,Yes,Fiber optic,No,No,No,No,No,No,7801-KICAO
Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,7673-LPRNY
Yes,No,DSL,No,No,No,No,No,No,8229-TNIQA
Yes,No,No,No ,No ,No ,No ,No ,No ,6060-QBMGV
Yes,Yes,DSL,No,No,No,No,No,No,7339-POGZN
Yes,No,DSL,No,No,No,No,No,No,2828-SLQPF
Yes,No,Fiber optic,No,Yes,Yes,No,No,No,4465-VDKIQ
Yes,No,Fiber optic,Yes,No,No,No,No,Yes,2921-XWDJH
Yes,Yes,Fiber optic,No,No,No,No,No,No,6221-AVQYL
Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,2558-BUOZZ
Yes,No,No,No,No,No,No,No,No,9257-AZMTZ
Yes,Yes,DSL,No,No,No,No,No,Yes,0003-MKNFE
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0975-UYDTX
Yes,No,DSL,No,No,Yes,No,No,No,7743-EXURX
Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,4682-BLBUC
No,No,DSL,No,Yes,No,No,No,No,0975-VOOVL
Yes,No,DSL,No,No,No,No,No,No,5968-VXZLG
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,5569-KGJHX
Yes,Yes,Fiber optic,No,No,No,No,No,No,4988-IQIGL
Yes,No,Fiber optic,Yes,No,No,No,No,No,5201-FRKKS
Yes,No,Fiber optic,No,No,No,No,No,No,9799-CAYJJ
Yes,No,Fiber optic,Yes,No,No,No,No,No,7730-IUTDZ
Yes,No,No,No,No,No,No,No,No,0426-TIRNE
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,5443-SCMKX
Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,8295-KMENE
No,No ,DSL,Yes,No,Yes,No,Yes,Yes,6738-ISCBM
Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,9821-BESNZ
Yes,No,No,No,No,No,No,No,No,3678-MNGZX
No,No,DSL,No,No,No,No,No,No,1335-NTIUC
Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,2916-BQZLN
Yes,No,No,No ,No ,No ,No ,No ,No ,4558-CGYCZ
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2368-GAKKQ
Yes,No,DSL,No,No,No,No,No,No,8710-YGLWG
Yes,Yes,Fiber optic,No,No,No,No,No,No,3199-XGZCY
Yes,Yes,No,No,No,No,No,No,No,3785-KTYSH
Yes,Yes,No,No,No,No,No,No,No,6814-ZPWFQ
Yes,No,No,No,No,No,No,No,No,4063-EIKNQ
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,6993-YCOBK
Yes,No,DSL,Yes,Yes,No,No,No,No,5206-HPJKM
Yes,No,DSL,No,No,No,No,No,No,7587-RZNME
Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0748-RDGGM
Yes,No,No,No ,No ,No ,No ,No ,No ,8393-JMVMB
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,5019-GQVCR
Yes,No,No,No ,No ,No ,No ,No ,No ,6036-TTFYU
Yes,No,DSL,Yes,Yes,No,No,No,No,2550-AEVRU
Yes,No,No,No,No,No,No,No,No,0969-RGKCU
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0378-CJKPV
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,4706-AXVKM
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,5889-JTMUL
Yes,No,DSL,No,No,Yes,No,No,No,9026-RNUJS
Yes,Yes,Fiber optic,No,No,No,No,No,No,3746-EUBYR
Yes,No,No,No,No,No,No,No,No,2332-EFBJY
Yes,No,Fiber optic,No,No,Yes,No,No,No,2880-FPNAE
Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,1703-MGIAB
Yes,No,No,No,No,No,No,No,No,4311-QTTAI
Yes,No,DSL,No,No,Yes,No,No,Yes,9474-PHLYD
Yes,No,No,No,No,No,No,No,No,4318-RAJVY
Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,2165-VOEGB
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,3612-YUNGG
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,2254-DLXRI
Yes,No,DSL,No,Yes,Yes,No,No,No,5062-CJJKH
Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,9028-LIHRP
Yes,No,DSL,No,No,No,No,No,No,2219-MVUSO
Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,1053-MXTTK
No,No,DSL,Yes,No,No,No,Yes,No,1530-ZTDOZ
No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,1301-LOPVR
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,0853-TWRVK
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,8914-RBTSB
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,6212-ATMLK
Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,8200-LGKSR
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,1568-BEKZM
Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,0670-ANMUU
Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,6897-RWMUB
Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,0963-ZBDRN
Yes,No,Fiber optic,No,No,No,No,No,Yes,7594-RQHXR
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,6999-CHVCF
Yes,Yes,No,No ,No ,No ,No ,No ,No ,6134-KWTBV
Yes,No,Fiber optic,No,No,No,No,No,No,1077-HUUJM
